,author,statement,source,date,target
592,Miriam Valverde,Says President Donald Trump “is still yet to say anything as the president of the United States about bounties on American troops.”,Hillary Clinton,"July 23, 2020",barely-true
593,Clara Hendrickson,"Says John James ""wants to allow insurance companies to discriminate against people with preexisting conditions.”",AFSCME,"July 22, 2020",barely-true
594,Jon Greenberg,“Joe Biden wants to end school choice.”,Donald Trump,"July 17, 2020",barely-true
595,Lawrence Andrea,Says Wisconsin Republicans “pushed for long lines and polls open for one day only.”,Democratic Party of Wisconsin,"July 17, 2020",barely-true
596,Eric Litke,"""Marquette University threatened to rescind student’s admission over pro-Trump TikTok video.""",Donald Trump Jr.,"July 16, 2020",barely-true
597,Julie Rovner,"“First off, it’s in statute already in HIPAA that preexisting conditions are covered.”",Alex Azar,"July 14, 2020",barely-true
598,Bill McCarthy,"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",Tucker Carlson,"July 13, 2020",barely-true
599,Tom Kertscher,"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”",Facebook posts,"July 13, 2020",barely-true
600,Jessica Calefati,"On COVID-19, Donald Trump said that “maybe if you drank bleach you may be okay.”",Joe Biden,"July 11, 2020",barely-true
601,Louis Jacobson,"“And I heard that just yesterday, Joe Biden said that well-armed police in his words ‘become the enemy’ and he said that he would ‘absolutely cut funding for law enforcement.’”",Mike Pence,"July 10, 2020",barely-true
602,D.L. Davis,Says police unions have it “written into a contract that (officers) are not going to be accountable” for misconduct.,Gwen Moore,"July 10, 2020",barely-true
603,Ciara O'Rourke,A patient discharge document proves that “The WHO and CDC do NOT recommend that healthy people wear masks.”,Viral image,"July 9, 2020",barely-true
604,Patrick Orsagos,"Quotes LeBron James as saying, “I don’t want nothing to do with white people. I don’t believe they want anything to do with me. I don’t want no (white) friends. It’s me and my boys.”",Viral image,"July 9, 2020",barely-true
605,Ciara O'Rourke,"Photo shows Raz Simone, “the alleged leader of CHAZ crying after Seattle police arrested him.”",Viral image,"July 8, 2020",barely-true
606,Sophie Austin,“Dr. Fauci: No reason to be wearing a mask.”,Facebook posts,"July 8, 2020",barely-true
607,Lawrence Andrea,"""China has been stealing our manufacturing, costing Wisconsin almost 90,000 jobs.""",Facebook posts,"July 2, 2020",barely-true
608,Emily Venezky,Video of man using an air-quality monitor proves that people are “not getting enough oxygen” while wearing masks,Facebook posts,"July 2, 2020",barely-true
609,Eric Litke,"Says Donald Trump used farmers’ struggles “to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies.""",Democratic Party of Wisconsin,"July 2, 2020",barely-true
610,Victoria Knight,"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",Viral image,"July 1, 2020",barely-true
611,Amy Sherman,Says “Joe Biden supported the Castro regime and meeting with Maduro.”,Rick Scott,"July 1, 2020",barely-true
612,Lawrence Andrea,Says as a state lawmaker a bill he sponsored would have made “it easier to get rid of bad cops”,Glenn Grothman,"June 26, 2020",barely-true
613,Eric Litke,Says America’s most violent cities are that way because of their Democratic politics,Facebook posts,"June 24, 2020",barely-true
614,Daniel Funke,A bar graph compares homicides for various racial groups,Instagram posts,"June 23, 2020",barely-true
615,Miriam Valverde,"“Companies that use prison labor: Whole Foods, McDonald’s, Walmart, Victoria’s Secret, AT&T, Bank of America, Starbucks, Wendy’s.”",Instagram posts,"June 22, 2020",barely-true
616,Clara Hendrickson,"“Even so-called moderate Democrats like Joe Biden have endorsed a ban on fracking, which would eliminate 516,000 Michigan jobs and reduce the state’s gross domestic product by $159 billion over five years.”",Paul Junge,"June 19, 2020",barely-true
617,Bill McCarthy,“Speaker Pelosi presents a special ‘service flag’ to Mr. Floyd’s family.”,Bloggers,"June 18, 2020",barely-true
618,Chris Nichols,“The CDC just confirmed a 0.2% death-rate for COVID19.”,Facebook posts,"June 16, 2020",barely-true
619,Madison Czopek,“United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.”,Facebook posts,"June 15, 2020",barely-true
620,Jill Terreri,“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,Andrew Cuomo,"• June 13,",barely-true
621,Samantha Putterman,Says Robert E. Lee opposed slavery and secession and has come to symbolize both slavery and secession.,Facebook posts,"June 12, 2020",barely-true
622,Samantha Putterman,Says a photograph shows U.S. soldiers sleeping on the ground after Washington D.C.’s mayor kicked them out of local hotels.,Viral image,"June 10, 2020",barely-true
623,Amy Sherman,"In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”",J. Christian Adams,"June 9, 2020",barely-true
624,Madlin Mekelburg,"Says a new law adopted in Texas means property tax bills “are no longer really dependent on your values, it is on (local government) revenue growth.”",Dan Patrick,"June 8, 2020",barely-true
625,Taylor Goldenstein,"“A declaration of disaster, has been issued for the state of Texas. House Bill 1177 Allows any Texan who can legally own a firearm to carry their handgun, open or concealed, for a full week after a state or natural disaster is declared.”",Facebook posts,"June 5, 2020",barely-true
626,Bill McCarthy,"""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",Larry Elder,"June 5, 2020",barely-true
627,Louis Jacobson,"“The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.”",Facebook posts,"June 4, 2020",barely-true
628,Jon Greenberg,“No tear gas was used and no rubber bullets were used.”,Kayleigh McEnany,"June 4, 2020",barely-true
629,Daniel Funke,"“Piles of bricks are being staged in cities around the country, indicating riots are planned.”",Bloggers,"June 3, 2020",barely-true
630,Samantha Putterman,Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,Bloggers,"June 2, 2020",barely-true
631,Jessica Calefati,"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",Brian Fitzpatrick,"May 30, 2020",barely-true
632,Samantha Putterman,"Says an image of armed anti-lockdown protesters and an image of unarmed Minneapolis protesters being tear gassed were taken in the “same state, same month.”",Viral image,"May 29, 2020",barely-true
633,Victoria Knight,"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",Priorities USA Action,"May 29, 2020",barely-true
634,Bill McCarthy,"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",Joe Kernen,"May 28, 2020",barely-true
635,Laura Schulte,"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",Tom Tiffany,"May 28, 2020",barely-true
636,Anna Peterson,"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",Vicky Hartzler,"May 28, 2020",barely-true
637,Tom Kertscher,"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",Facebook posts,"May 27, 2020",barely-true
638,Tom Kertscher,"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",Facebook posts,"May 26, 2020",barely-true
639,Eric Litke,“40% of the initial small business funds didn’t go to small businesses at all.”,Joe Biden,"May 26, 2020",barely-true
640,Madeline Heim,“Children don’t seem to be getting this virus”,Janel Brandtjen,"May 22, 2020",barely-true
641,Eric Litke,Says Ron Johnson and 36 other senators “voted for federal agencies to have access to your internet history without obtaining a warrant.”,Facebook posts,"May 21, 2020",barely-true
642,Paul Specht,“Half the workforce in the country may have just been idled” by coronavirus.,Dan Bishop,"May 20, 2020",barely-true
643,Miriam Valverde,"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",Instagram posts,"May 20, 2020",barely-true
644,Haley BeMiller,"Says GOP state Sen. Patrick Testin is responsible for lost $25M in federal funding, because he refused “to do his job.”",Wisconsin state Senate Democrats,"May 20, 2020",barely-true
645,Jack Kosowski,"""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""",Mike Parson,"May 20, 2020",barely-true
646,Tom Kertscher,"“Cannabis may stop coronavirus from infecting people, study finds.”",Facebook posts,"May 18, 2020",barely-true
647,Ciara O'Rourke,A girl was “decapitated” in front of her parents by a Somali migrant. Media “covered up” the murder.,Viral image,"May 15, 2020",barely-true
648,Amy Sherman,"Says Joe Biden said voting by mail is a way to “fundamentally change this country,” contradicting past statements by Barack Obama and Debbie Wasserman Schultz.",Republican National Committee,"May 14, 2020",barely-true
649,Paul Specht,"""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",Cal Cunningham,"May 12, 2020",barely-true
650,Amy Sherman,“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”,Facebook posts,"May 12, 2020",barely-true
651,Victoria Knight,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",Gary Kelly,"May 11, 2020",barely-true
